Timestamp	Date	Time	Traffic_Volume	Average_Speed_MPH	Congestion_Level
2022-10-14 9:15:00	2022-10-14	9:15:00	219	40.6	Medium
2022-10-14 9:30:00	2022-10-14	9:30:00	212	40.4	Medium
2022-10-14 9:45:00	2022-10-14	9:45:00	247	31.1	High
2022-10-14 10:00:00	2022-10-14	10:00:00	233	38.7	High
2022-10-14 10:15:00	2022-10-14	10:15:00	217	41.1	Medium
2022-10-14 10:30:00	2022-10-14	10:30:00	255	37	High
2022-10-14 10:45:00	2022-10-14	10:45:00	287	23.6	High
2022-10-14 11:00:00	2022-10-14	11:00:00	239	41.2	High
2022-10-14 11:15:00	2022-10-14	11:15:00	252	33.4	High
2022-10-14 11:30:00	2022-10-14	11:30:00	241	38.9	High
2022-10-14 11:45:00	2022-10-14	11:45:00	238	39.5	High
2022-10-14 12:00:00	2022-10-14	12:00:00	226	36	High
2022-10-14 12:15:00	2022-10-14	12:15:00	208	42.7	Medium
2022-10-14 12:30:00	2022-10-14	12:30:00	216	38.6	Medium
2022-10-14 12:45:00	2022-10-14	12:45:00	217	33.5	Medium
2022-10-14 13:00:00	2022-10-14	13:00:00	164	49.4	Medium
2022-10-14 13:15:00	2022-10-14	13:15:00	189	40.6	Medium
2022-10-14 13:30:00	2022-10-14	13:30:00	172	42.4	Medium
2022-10-14 13:45:00	2022-10-14	13:45:00	163	44.8	Medium
2022-10-14 14:00:00	2022-10-14	14:00:00	145	48.9	Medium
2022-10-14 14:15:00	2022-10-14	14:15:00	124	50.4	Medium
2022-10-14 14:30:00	2022-10-14	14:30:00	137	50.7	Medium
2022-10-14 14:45:00	2022-10-14	14:45:00	137	45	Medium
2022-10-14 15:00:00	2022-10-14	15:00:00	126	48.1	Medium
2022-10-14 15:15:00	2022-10-14	15:15:00	117	51	Low
2022-10-14 15:30:00	2022-10-14	15:30:00	109	58	Low
2022-10-14 15:45:00	2022-10-14	15:45:00	122	50.4	Medium
2022-10-14 16:00:00	2022-10-14	16:00:00	120	54.3	Medium
2022-10-14 16:15:00	2022-10-14	16:15:00	108	52.5	Low
2022-10-14 16:30:00	2022-10-14	16:30:00	100	51.9	Low
2022-10-14 16:45:00	2022-10-14	16:45:00	80	54.9	Low
2022-10-14 17:00:00	2022-10-14	17:00:00	94	53.5	Low
2022-10-14 17:15:00	2022-10-14	17:15:00	105	54.6	Low
2022-10-14 17:30:00	2022-10-14	17:30:00	100	57.5	Low
2022-10-14 17:45:00	2022-10-14	17:45:00	107	53.6	Low
2022-10-14 18:00:00	2022-10-14	18:00:00	138	52.5	Medium
2022-10-14 18:15:00	2022-10-14	18:15:00	145	45.2	Medium
2022-10-14 18:30:00	2022-10-14	18:30:00	136	47.9	Medium
2022-10-14 18:45:00	2022-10-14	18:45:00	144	46	Medium
2022-10-14 19:00:00	2022-10-14	19:00:00	175	45.5	Medium
2022-10-14 19:15:00	2022-10-14	19:15:00	145	47	Medium
2022-10-14 19:30:00	2022-10-14	19:30:00	160	48.5	Medium
2022-10-14 19:45:00	2022-10-14	19:45:00	172	42.1	Medium
2022-10-14 20:00:00	2022-10-14	20:00:00	194	42.5	Medium
2022-10-14 20:15:00	2022-10-14	20:15:00	221	41.3	High
2022-10-14 20:30:00	2022-10-14	20:30:00	235	31.4	High
2022-10-14 20:45:00	2022-10-14	20:45:00	230	44.5	High
2022-10-14 21:00:00	2022-10-14	21:00:00	236	36.6	High
2022-10-14 21:15:00	2022-10-14	21:15:00	262	28.4	High
2022-10-14 21:30:00	2022-10-14	21:30:00	242	37.2	High
2022-10-14 21:45:00	2022-10-14	21:45:00	234	37.8	High
2022-10-14 22:00:00	2022-10-14	22:00:00	240	36.8	High
2022-10-14 22:15:00	2022-10-14	22:15:00	245	39.4	High
2022-10-14 22:30:00	2022-10-14	22:30:00	244	38.8	High
2022-10-14 22:45:00	2022-10-14	22:45:00	252	36.5	High
2022-10-14 23:00:00	2022-10-14	23:00:00	242	38.1	High
2022-10-14 23:15:00	2022-10-14	23:15:00	239	36.8	High
2022-10-14 23:30:00	2022-10-14	23:30:00	246	41.6	High
2022-10-14 23:45:00	2022-10-14	23:45:00	257	30.6	High
2022-10-15 0:00:00	2022-10-15	0:00:00	141	49	Medium
2022-10-15 0:15:00	2022-10-15	0:15:00	105	52.9	Low
2022-10-15 0:30:00	2022-10-15	0:30:00	89	57.1	Low
2022-10-15 0:45:00	2022-10-15	0:45:00	141	46	Medium
2022-10-15 1:00:00	2022-10-15	1:00:00	84	50	Low
2022-10-15 1:15:00	2022-10-15	1:15:00	101	53.7	Low
2022-10-15 1:30:00	2022-10-15	1:30:00	87	55.7	Low
2022-10-15 1:45:00	2022-10-15	1:45:00	77	60.5	Low
2022-10-15 2:00:00	2022-10-15	2:00:00	90	50.7	Low
2022-10-15 2:15:00	2022-10-15	2:15:00	93	57.6	Low
2022-10-15 2:30:00	2022-10-15	2:30:00	73	63.6	Low
2022-10-15 2:45:00	2022-10-15	2:45:00	43	58.9	Low
2022-10-15 3:00:00	2022-10-15	3:00:00	57	54.5	Low
2022-10-15 3:15:00	2022-10-15	3:15:00	71	55.5	Low
2022-10-15 3:30:00	2022-10-15	3:30:00	43	60	Low
2022-10-15 3:45:00	2022-10-15	3:45:00	68	58.8	Low
2022-10-15 4:00:00	2022-10-15	4:00:00	59	56.3	Low
2022-10-15 4:15:00	2022-10-15	4:15:00	68	61.7	Low
2022-10-15 4:30:00	2022-10-15	4:30:00	61	54.5	Low
2022-10-15 4:45:00	2022-10-15	4:45:00	45	54.5	Low
2022-10-15 5:00:00	2022-10-15	5:00:00	83	58.6	Low
2022-10-15 5:15:00	2022-10-15	5:15:00	63	50.8	Low
2022-10-15 5:30:00	2022-10-15	5:30:00	65	56.8	Low
2022-10-15 5:45:00	2022-10-15	5:45:00	52	68.3	Low
2022-10-15 6:00:00	2022-10-15	6:00:00	75	56.2	Low
2022-10-15 6:15:00	2022-10-15	6:15:00	69	53.6	Low
2022-10-15 6:30:00	2022-10-15	6:30:00	79	55.6	Low
2022-10-15 6:45:00	2022-10-15	6:45:00	108	52.2	Low
2022-10-15 7:00:00	2022-10-15	7:00:00	84	55.7	Low
2022-10-15 7:15:00	2022-10-15	7:15:00	80	57.7	Low
2022-10-15 7:30:00	2022-10-15	7:30:00	127	47.1	Medium
2022-10-15 7:45:00	2022-10-15	7:45:00	101	58.3	Low
2022-10-15 8:00:00	2022-10-15	8:00:00	117	52.1	Low
2022-10-15 8:15:00	2022-10-15	8:15:00	143	50.5	Medium
2022-10-15 8:30:00	2022-10-15	8:30:00	118	49.3	Low
2022-10-15 8:45:00	2022-10-15	8:45:00	154	50.9	Medium
2022-10-15 9:00:00	2022-10-15	9:00:00	154	46.3	Medium
2022-10-15 9:15:00	2022-10-15	9:15:00	136	50	Medium
2022-10-15 9:30:00	2022-10-15	9:30:00	176	41.7	Medium
2022-10-15 9:45:00	2022-10-15	9:45:00	134	46.4	Medium
2022-10-15 10:00:00	2022-10-15	10:00:00	161	48.3	Medium
2022-10-15 10:15:00	2022-10-15	10:15:00	154	45.7	Medium
2022-10-15 10:30:00	2022-10-15	10:30:00	169	42.7	Medium
2022-10-15 10:45:00	2022-10-15	10:45:00	173	42.9	Medium
2022-10-15 11:00:00	2022-10-15	11:00:00	144	50.3	Medium
2022-10-15 11:15:00	2022-10-15	11:15:00	132	47.7	Medium
2022-10-15 11:30:00	2022-10-15	11:30:00	150	47.1	Medium
2022-10-15 11:45:00	2022-10-15	11:45:00	133	49.5	Medium
2022-10-15 12:00:00	2022-10-15	12:00:00	157	40.9	Medium
2022-10-15 12:15:00	2022-10-15	12:15:00	129	45.5	Medium
2022-10-15 12:30:00	2022-10-15	12:30:00	122	51.8	Medium
2022-10-15 12:45:00	2022-10-15	12:45:00	130	47.6	Medium
2022-10-15 13:00:00	2022-10-15	13:00:00	84	58.4	Low
2022-10-15 13:15:00	2022-10-15	13:15:00	90	57.4	Low
2022-10-15 13:30:00	2022-10-15	13:30:00	123	52.8	Medium
2022-10-15 13:45:00	2022-10-15	13:45:00	95	59.4	Low
2022-10-15 14:00:00	2022-10-15	14:00:00	66	57.1	Low
2022-10-15 14:15:00	2022-10-15	14:15:00	90	56.4	Low
2022-10-15 14:30:00	2022-10-15	14:30:00	100	51.6	Low
2022-10-15 14:45:00	2022-10-15	14:45:00	93	61.5	Low
2022-10-15 15:00:00	2022-10-15	15:00:00	80	61.6	Low
2022-10-15 15:15:00	2022-10-15	15:15:00	54	58.7	Low
2022-10-15 15:30:00	2022-10-15	15:30:00	44	61	Low
2022-10-15 15:45:00	2022-10-15	15:45:00	88	58.8	Low
2022-10-15 16:00:00	2022-10-15	16:00:00	55	58.1	Low
2022-10-15 16:15:00	2022-10-15	16:15:00	56	56.5	Low
2022-10-15 16:30:00	2022-10-15	16:30:00	79	58.4	Low
2022-10-15 16:45:00	2022-10-15	16:45:00	68	57.3	Low
2022-10-15 17:00:00	2022-10-15	17:00:00	72	57.1	Low
2022-10-15 17:15:00	2022-10-15	17:15:00	98	51.1	Low
2022-10-15 17:30:00	2022-10-15	17:30:00	56	53.3	Low
2022-10-15 17:45:00	2022-10-15	17:45:00	79	56.5	Low
2022-10-15 18:00:00	2022-10-15	18:00:00	83	58	Low
2022-10-15 18:15:00	2022-10-15	18:15:00	86	54.3	Low
2022-10-15 18:30:00	2022-10-15	18:30:00	105	57.1	Low
2022-10-15 18:45:00	2022-10-15	18:45:00	90	52.4	Low
2022-10-15 19:00:00	2022-10-15	19:00:00	113	48.7	Low
2022-10-15 19:15:00	2022-10-15	19:15:00	121	50.7	Medium
2022-10-15 19:30:00	2022-10-15	19:30:00	99	53.2	Low
2022-10-15 19:45:00	2022-10-15	19:45:00	92	56.6	Low
2022-10-15 20:00:00	2022-10-15	20:00:00	111	49.7	Low
2022-10-15 20:15:00	2022-10-15	20:15:00	98	57.7	Low
2022-10-15 20:30:00	2022-10-15	20:30:00	158	52.5	Medium
2022-10-15 20:45:00	2022-10-15	20:45:00	110	52	Low
2022-10-15 21:00:00	2022-10-15	21:00:00	140	52.4	Medium
2022-10-15 21:15:00	2022-10-15	21:15:00	139	45.6	Medium
2022-10-15 21:30:00	2022-10-15	21:30:00	148	51	Medium
2022-10-15 21:45:00	2022-10-15	21:45:00	156	49.9	Medium
2022-10-15 22:00:00	2022-10-15	22:00:00	162	48.7	Medium
2022-10-15 22:15:00	2022-10-15	22:15:00	141	48.5	Medium
2022-10-15 22:30:00	2022-10-15	22:30:00	147	39	Medium
2022-10-15 22:45:00	2022-10-15	22:45:00	154	45.1	Medium
2022-10-15 23:00:00	2022-10-15	23:00:00	140	46.8	Medium
2022-10-15 23:15:00	2022-10-15	23:15:00	168	42.5	Medium
2022-10-15 23:30:00	2022-10-15	23:30:00	151	47.8	Medium
2022-10-15 23:45:00	2022-10-15	23:45:00	154	45.8	Medium
2022-10-16 0:00:00	2022-10-16	0:00:00	137	46.5	Medium
2022-10-16 0:15:00	2022-10-16	0:15:00	145	44.9	Medium
2022-10-16 0:30:00	2022-10-16	0:30:00	130	47.7	Medium
2022-10-16 0:45:00	2022-10-16	0:45:00	108	55.8	Low
2022-10-16 1:00:00	2022-10-16	1:00:00	110	50.2	Low
2022-10-16 1:15:00	2022-10-16	1:15:00	95	52.4	Low
2022-10-16 1:30:00	2022-10-16	1:30:00	97	52.3	Low
2022-10-16 1:45:00	2022-10-16	1:45:00	113	52.8	Low
2022-10-16 2:00:00	2022-10-16	2:00:00	101	54.6	Low
2022-10-16 2:15:00	2022-10-16	2:15:00	82	46.3	Low
2022-10-16 2:30:00	2022-10-16	2:30:00	87	57.9	Low
2022-10-16 2:45:00	2022-10-16	2:45:00	108	56.7	Low
2022-10-16 3:00:00	2022-10-16	3:00:00	69	53.8	Low
2022-10-16 3:15:00	2022-10-16	3:15:00	105	49.8	Low
2022-10-16 3:30:00	2022-10-16	3:30:00	74	55	Low
2022-10-16 3:45:00	2022-10-16	3:45:00	39	58.2	Low
2022-10-16 4:00:00	2022-10-16	4:00:00	71	57.4	Low
2022-10-16 4:15:00	2022-10-16	4:15:00	65	51.6	Low
2022-10-16 4:30:00	2022-10-16	4:30:00	79	52.4	Low
2022-10-16 4:45:00	2022-10-16	4:45:00	70	61.5	Low
2022-10-16 5:00:00	2022-10-16	5:00:00	63	54.9	Low
2022-10-16 5:15:00	2022-10-16	5:15:00	47	63.2	Low
2022-10-16 5:30:00	2022-10-16	5:30:00	62	58.8	Low
2022-10-16 5:45:00	2022-10-16	5:45:00	53	53.4	Low
2022-10-16 6:00:00	2022-10-16	6:00:00	73	58.4	Low
2022-10-16 6:15:00	2022-10-16	6:15:00	91	54	Low
2022-10-16 6:30:00	2022-10-16	6:30:00	107	51.2	Low
2022-10-16 6:45:00	2022-10-16	6:45:00	88	55.5	Low
2022-10-16 7:00:00	2022-10-16	7:00:00	87	56.3	Low
2022-10-16 7:15:00	2022-10-16	7:15:00	111	54.2	Low
2022-10-16 7:30:00	2022-10-16	7:30:00	122	54.3	Medium
2022-10-16 7:45:00	2022-10-16	7:45:00	95	55.1	Low
2022-10-16 8:00:00	2022-10-16	8:00:00	125	46.3	Medium
2022-10-16 8:15:00	2022-10-16	8:15:00	127	48.8	Medium
2022-10-16 8:30:00	2022-10-16	8:30:00	115	60.4	Low
2022-10-16 8:45:00	2022-10-16	8:45:00	137	51.2	Medium
2022-10-16 9:00:00	2022-10-16	9:00:00	142	55.5	Medium
2022-10-16 9:15:00	2022-10-16	9:15:00	150	51.7	Medium
2022-10-16 9:30:00	2022-10-16	9:30:00	130	50.6	Medium
2022-10-16 9:45:00	2022-10-16	9:45:00	137	49.9	Medium
2022-10-16 10:00:00	2022-10-16	10:00:00	160	46.2	Medium
2022-10-16 10:15:00	2022-10-16	10:15:00	144	43	Medium
2022-10-16 10:30:00	2022-10-16	10:30:00	175	44.6	Medium
2022-10-16 10:45:00	2022-10-16	10:45:00	144	51.8	Medium
2022-10-16 11:00:00	2022-10-16	11:00:00	147	46.1	Medium
2022-10-16 11:15:00	2022-10-16	11:15:00	157	47.9	Medium
2022-10-16 11:30:00	2022-10-16	11:30:00	122	53.3	Medium
2022-10-16 11:45:00	2022-10-16	11:45:00	117	48.6	Low
2022-10-16 12:00:00	2022-10-16	12:00:00	104	51.5	Low
2022-10-16 12:15:00	2022-10-16	12:15:00	146	44.9	Medium
2022-10-16 12:30:00	2022-10-16	12:30:00	119	48.7	Low
2022-10-16 12:45:00	2022-10-16	12:45:00	165	41.9	Medium
2022-10-16 13:00:00	2022-10-16	13:00:00	96	51.1	Low
2022-10-16 13:15:00	2022-10-16	13:15:00	107	56.8	Low
2022-10-16 13:30:00	2022-10-16	13:30:00	128	47.3	Medium
2022-10-16 13:45:00	2022-10-16	13:45:00	135	49.6	Medium
2022-10-16 14:00:00	2022-10-16	14:00:00	113	50.3	Low
2022-10-16 14:15:00	2022-10-16	14:15:00	100	56.9	Low
2022-10-16 14:30:00	2022-10-16	14:30:00	97	57.6	Low
2022-10-16 14:45:00	2022-10-16	14:45:00	91	57	Low
2022-10-16 15:00:00	2022-10-16	15:00:00	77	56.9	Low
2022-10-16 15:15:00	2022-10-16	15:15:00	57	57.7	Low
2022-10-16 15:30:00	2022-10-16	15:30:00	53	55.2	Low
2022-10-16 15:45:00	2022-10-16	15:45:00	65	63.2	Low
2022-10-16 16:00:00	2022-10-16	16:00:00	57	56.1	Low
2022-10-16 16:15:00	2022-10-16	16:15:00	53	60.8	Low
2022-10-16 16:30:00	2022-10-16	16:30:00	70	60	Low
2022-10-16 16:45:00	2022-10-16	16:45:00	74	54.7	Low
2022-10-16 17:00:00	2022-10-16	17:00:00	67	60.3	Low
2022-10-16 17:15:00	2022-10-16	17:15:00	88	57	Low
2022-10-16 17:30:00	2022-10-16	17:30:00	48	64.6	Low
2022-10-16 17:45:00	2022-10-16	17:45:00	63	56.2	Low
2022-10-16 18:00:00	2022-10-16	18:00:00	71	52.9	Low
2022-10-16 18:15:00	2022-10-16	18:15:00	54	57.2	Low
2022-10-16 18:30:00	2022-10-16	18:30:00	81	56.2	Low
2022-10-16 18:45:00	2022-10-16	18:45:00	80	55.8	Low
2022-10-16 19:00:00	2022-10-16	19:00:00	127	49	Medium
2022-10-16 19:15:00	2022-10-16	19:15:00	114	46	Low
2022-10-16 19:30:00	2022-10-16	19:30:00	89	56	Low
2022-10-16 19:45:00	2022-10-16	19:45:00	132	55.5	Medium
2022-10-16 20:00:00	2022-10-16	20:00:00	145	49.5	Medium
2022-10-16 20:15:00	2022-10-16	20:15:00	136	51	Medium
2022-10-16 20:30:00	2022-10-16	20:30:00	124	52.3	Medium
2022-10-16 20:45:00	2022-10-16	20:45:00	113	53	Low
2022-10-16 21:00:00	2022-10-16	21:00:00	138	51.7	Medium
2022-10-16 21:15:00	2022-10-16	21:15:00	160	47.5	Medium
2022-10-16 21:30:00	2022-10-16	21:30:00	172	44	Medium
2022-10-16 21:45:00	2022-10-16	21:45:00	167	43.1	Medium
2022-10-16 22:00:00	2022-10-16	22:00:00	142	47.7	Medium
2022-10-16 22:15:00	2022-10-16	22:15:00	133	50.4	Medium
2022-10-16 22:30:00	2022-10-16	22:30:00	152	46.3	Medium
2022-10-16 22:45:00	2022-10-16	22:45:00	123	51.6	Medium
2022-10-16 23:00:00	2022-10-16	23:00:00	148	49.1	Medium
2022-10-16 23:15:00	2022-10-16	23:15:00	141	51	Medium
2022-10-16 23:30:00	2022-10-16	23:30:00	136	53	Medium
2022-10-16 23:45:00	2022-10-16	23:45:00	120	51.2	Medium
2022-10-17 0:00:00	2022-10-17	0:00:00	220	35.4	High
2022-10-17 0:15:00	2022-10-17	0:15:00	204	40.2	Medium
2022-10-17 0:30:00	2022-10-17	0:30:00	194	42.5	Medium
2022-10-17 0:45:00	2022-10-17	0:45:00	169	39.8	Medium
2022-10-17 1:00:00	2022-10-17	1:00:00	174	48.9	Medium
2022-10-17 1:15:00	2022-10-17	1:15:00	201	42	Medium
2022-10-17 1:30:00	2022-10-17	1:30:00	199	42.9	Medium
2022-10-17 1:45:00	2022-10-17	1:45:00	168	49.5	Medium
2022-10-17 2:00:00	2022-10-17	2:00:00	128	48.2	Medium
2022-10-17 2:15:00	2022-10-17	2:15:00	144	49.9	Medium
2022-10-17 2:30:00	2022-10-17	2:30:00	122	50.4	Medium
2022-10-17 2:45:00	2022-10-17	2:45:00	142	47.9	Medium
2022-10-17 3:00:00	2022-10-17	3:00:00	121	48.6	Medium
2022-10-17 3:15:00	2022-10-17	3:15:00	128	55.1	Medium
2022-10-17 3:30:00	2022-10-17	3:30:00	108	51.3	Low
2022-10-17 3:45:00	2022-10-17	3:45:00	106	54.7	Low
2022-10-17 4:00:00	2022-10-17	4:00:00	86	49.3	Low
2022-10-17 4:15:00	2022-10-17	4:15:00	87	58.4	Low
2022-10-17 4:30:00	2022-10-17	4:30:00	96	57	Low
2022-10-17 4:45:00	2022-10-17	4:45:00	105	53	Low
2022-10-17 5:00:00	2022-10-17	5:00:00	123	50	Medium
2022-10-17 5:15:00	2022-10-17	5:15:00	98	54.8	Low
2022-10-17 5:30:00	2022-10-17	5:30:00	132	56.5	Medium
2022-10-17 5:45:00	2022-10-17	5:45:00	105	47.5	Low
2022-10-17 6:00:00	2022-10-17	6:00:00	137	51.4	Medium
2022-10-17 6:15:00	2022-10-17	6:15:00	126	47.6	Medium
2022-10-17 6:30:00	2022-10-17	6:30:00	101	53.2	Low
2022-10-17 6:45:00	2022-10-17	6:45:00	150	46.8	Medium
2022-10-17 7:00:00	2022-10-17	7:00:00	186	42	Medium
2022-10-17 7:15:00	2022-10-17	7:15:00	170	45.1	Medium
2022-10-17 7:30:00	2022-10-17	7:30:00	176	41.1	Medium
2022-10-17 7:45:00	2022-10-17	7:45:00	182	46.9	Medium
2022-10-17 8:00:00	2022-10-17	8:00:00	189	37.6	Medium
2022-10-17 8:15:00	2022-10-17	8:15:00	204	42.8	Medium
2022-10-17 8:30:00	2022-10-17	8:30:00	224	37.9	High
2022-10-17 8:45:00	2022-10-17	8:45:00	193	39	Medium
2022-10-17 9:00:00	2022-10-17	9:00:00	244	37.1	High
2022-10-17 9:15:00	2022-10-17	9:15:00	219	34.8	Medium
2022-10-17 9:30:00	2022-10-17	9:30:00	246	36.4	High
2022-10-17 9:45:00	2022-10-17	9:45:00	239	32.8	High
2022-10-17 10:00:00	2022-10-17	10:00:00	225	40.1	High
2022-10-17 10:15:00	2022-10-17	10:15:00	267	31.1	High
2022-10-17 10:30:00	2022-10-17	10:30:00	238	35.9	High
2022-10-17 10:45:00	2022-10-17	10:45:00	237	38.2	High
2022-10-17 11:00:00	2022-10-17	11:00:00	242	34.4	High
2022-10-17 11:15:00	2022-10-17	11:15:00	257	34.8	High
2022-10-17 11:30:00	2022-10-17	11:30:00	224	34.3	High
2022-10-17 11:45:00	2022-10-17	11:45:00	240	38.9	High
2022-10-17 12:00:00	2022-10-17	12:00:00	218	44.9	Medium
2022-10-17 12:15:00	2022-10-17	12:15:00	222	47.5	High
2022-10-17 12:30:00	2022-10-17	12:30:00	215	40.2	Medium
2022-10-17 12:45:00	2022-10-17	12:45:00	206	43.3	Medium
2022-10-17 13:00:00	2022-10-17	13:00:00	162	40.8	Medium
2022-10-17 13:15:00	2022-10-17	13:15:00	176	49	Medium
2022-10-17 13:30:00	2022-10-17	13:30:00	158	48.9	Medium
2022-10-17 13:45:00	2022-10-17	13:45:00	131	48.3	Medium
2022-10-17 14:00:00	2022-10-17	14:00:00	144	51.9	Medium
2022-10-17 14:15:00	2022-10-17	14:15:00	151	46.6	Medium
2022-10-17 14:30:00	2022-10-17	14:30:00	102	51.7	Low
2022-10-17 14:45:00	2022-10-17	14:45:00	122	52.2	Medium
2022-10-17 15:00:00	2022-10-17	15:00:00	119	47.9	Low
2022-10-17 15:15:00	2022-10-17	15:15:00	140	51.7	Medium
2022-10-17 15:30:00	2022-10-17	15:30:00	110	49	Low
2022-10-17 15:45:00	2022-10-17	15:45:00	99	50.3	Low
2022-10-17 16:00:00	2022-10-17	16:00:00	97	51	Low
2022-10-17 16:15:00	2022-10-17	16:15:00	120	53.3	Medium
2022-10-17 16:30:00	2022-10-17	16:30:00	90	52.6	Low
2022-10-17 16:45:00	2022-10-17	16:45:00	88	50.7	Low
2022-10-17 17:00:00	2022-10-17	17:00:00	102	51.3	Low
2022-10-17 17:15:00	2022-10-17	17:15:00	95	53.8	Low
2022-10-17 17:30:00	2022-10-17	17:30:00	111	48.5	Low
2022-10-17 17:45:00	2022-10-17	17:45:00	134	45.9	Medium
2022-10-17 18:00:00	2022-10-17	18:00:00	142	54.8	Medium
2022-10-17 18:15:00	2022-10-17	18:15:00	133	46.9	Medium
2022-10-17 18:30:00	2022-10-17	18:30:00	133	48.5	Medium
2022-10-17 18:45:00	2022-10-17	18:45:00	114	50.6	Low
2022-10-17 19:00:00	2022-10-17	19:00:00	188	41.8	Medium
2022-10-17 19:15:00	2022-10-17	19:15:00	173	46.7	Medium
2022-10-17 19:30:00	2022-10-17	19:30:00	172	47.8	Medium
2022-10-17 19:45:00	2022-10-17	19:45:00	222	38.2	High
2022-10-17 20:00:00	2022-10-17	20:00:00	216	36.1	Medium
2022-10-17 20:15:00	2022-10-17	20:15:00	201	45.4	Medium
2022-10-17 20:30:00	2022-10-17	20:30:00	206	40.7	Medium
2022-10-17 20:45:00	2022-10-17	20:45:00	229	43.5	High
2022-10-17 21:00:00	2022-10-17	21:00:00	241	30.1	High
2022-10-17 21:15:00	2022-10-17	21:15:00	218	40.2	Medium
2022-10-17 21:30:00	2022-10-17	21:30:00	253	41.2	High
2022-10-17 21:45:00	2022-10-17	21:45:00	229	37.2	High
2022-10-17 22:00:00	2022-10-17	22:00:00	278	31.9	High
2022-10-17 22:15:00	2022-10-17	22:15:00	266	34.9	High
2022-10-17 22:30:00	2022-10-17	22:30:00	243	35	High
2022-10-17 22:45:00	2022-10-17	22:45:00	269	32.7	High
2022-10-17 23:00:00	2022-10-17	23:00:00	240	36	High
2022-10-17 23:15:00	2022-10-17	23:15:00	252	33.7	High
2022-10-17 23:30:00	2022-10-17	23:30:00	247	39.9	High
2022-10-17 23:45:00	2022-10-17	23:45:00	227	39.9	High
2022-10-18 0:00:00	2022-10-18	0:00:00	202	42.2	Medium
2022-10-18 0:15:00	2022-10-18	0:15:00	227	40.9	High
2022-10-18 0:30:00	2022-10-18	0:30:00	207	40.1	Medium
2022-10-18 0:45:00	2022-10-18	0:45:00	206	38.6	Medium
2022-10-18 1:00:00	2022-10-18	1:00:00	160	44.5	Medium
2022-10-18 1:15:00	2022-10-18	1:15:00	181	43.9	Medium
2022-10-18 1:30:00	2022-10-18	1:30:00	205	37.9	Medium
2022-10-18 1:45:00	2022-10-18	1:45:00	158	45.1	Medium
2022-10-18 2:00:00	2022-10-18	2:00:00	137	47.5	Medium
2022-10-18 2:15:00	2022-10-18	2:15:00	158	52.9	Medium
2022-10-18 2:30:00	2022-10-18	2:30:00	136	40.8	Medium
2022-10-18 2:45:00	2022-10-18	2:45:00	144	47.7	Medium
2022-10-18 3:00:00	2022-10-18	3:00:00	94	59.2	Low
2022-10-18 3:15:00	2022-10-18	3:15:00	116	51.8	Low
2022-10-18 3:30:00	2022-10-18	3:30:00	107	54.8	Low
2022-10-18 3:45:00	2022-10-18	3:45:00	124	50.8	Medium
2022-10-18 4:00:00	2022-10-18	4:00:00	117	49.3	Low
2022-10-18 4:15:00	2022-10-18	4:15:00	138	42.2	Medium
2022-10-18 4:30:00	2022-10-18	4:30:00	108	53	Low
2022-10-18 4:45:00	2022-10-18	4:45:00	104	50.5	Low
2022-10-18 5:00:00	2022-10-18	5:00:00	112	49.5	Low
2022-10-18 5:15:00	2022-10-18	5:15:00	104	51.4	Low
2022-10-18 5:30:00	2022-10-18	5:30:00	115	56.8	Low
2022-10-18 5:45:00	2022-10-18	5:45:00	105	60	Low
2022-10-18 6:00:00	2022-10-18	6:00:00	140	49.3	Medium
2022-10-18 6:15:00	2022-10-18	6:15:00	157	45.3	Medium
2022-10-18 6:30:00	2022-10-18	6:30:00	122	47.2	Medium
2022-10-18 6:45:00	2022-10-18	6:45:00	154	48.4	Medium
2022-10-18 7:00:00	2022-10-18	7:00:00	194	47.7	Medium
2022-10-18 7:15:00	2022-10-18	7:15:00	173	44.1	Medium
2022-10-18 7:30:00	2022-10-18	7:30:00	143	41.2	Medium
2022-10-18 7:45:00	2022-10-18	7:45:00	165	47.8	Medium
2022-10-18 8:00:00	2022-10-18	8:00:00	231	41	High
2022-10-18 8:15:00	2022-10-18	8:15:00	212	35.5	Medium
2022-10-18 8:30:00	2022-10-18	8:30:00	197	42.5	Medium
2022-10-18 8:45:00	2022-10-18	8:45:00	204	42.6	Medium
2022-10-18 9:00:00	2022-10-18	9:00:00	252	35.4	High
2022-10-18 9:15:00	2022-10-18	9:15:00	248	33.7	High
2022-10-18 9:30:00	2022-10-18	9:30:00	236	40.5	High
2022-10-18 9:45:00	2022-10-18	9:45:00	234	36.5	High
2022-10-18 10:00:00	2022-10-18	10:00:00	244	32.1	High
2022-10-18 10:15:00	2022-10-18	10:15:00	236	31.3	High
2022-10-18 10:30:00	2022-10-18	10:30:00	274	36.8	High
2022-10-18 10:45:00	2022-10-18	10:45:00	245	38.3	High
2022-10-18 11:00:00	2022-10-18	11:00:00	258	35.2	High
2022-10-18 11:15:00	2022-10-18	11:15:00	262	33.1	High
2022-10-18 11:30:00	2022-10-18	11:30:00	254	33.8	High
2022-10-18 11:45:00	2022-10-18	11:45:00	233	34.6	High
2022-10-18 12:00:00	2022-10-18	12:00:00	218	38.3	Medium
2022-10-18 12:15:00	2022-10-18	12:15:00	212	33.9	Medium
2022-10-18 12:30:00	2022-10-18	12:30:00	198	39.7	Medium
